"country","year","gdp","population","continent"
Spain,1989,843951338154.123,38827764,Europe
Spain,1988,805089427449.817,38766939,Europe
Spain,1987,766063660269.113,38684815,Europe
Spain,1986,725802506040.243,38584624,Europe
Spain,1985,702933806965.298,38469512,Europe
Spain,1984,686985871294.153,38330364,Europe
Spain,1983,674940295661.771,38171525,Europe
Spain,1982,663200873127.609,37986012,Europe
Spain,1981,655036098997.414,37758631,Europe
Spain,1980,655904967199.74,37491165,Europe
Spain,1979,641730875878.963,37191330,Europe
Spain,1978,641464370876.198,36864898,Europe
Spain,1977,632215043009.846,36511638,Europe
Spain,1976,614764495659.417,36137812,Europe
Spain,1975,595103516244.398,35757900,Europe
Spain,1974,591894246615.712,35373335,Europe
Spain,1973,560406221347.538,34988947,Europe
Spain,1972,519912979066.789,34604469,Europe
Spain,1971,480734351489.081,34224490,Europe
Spain,1970,459375795149.116,33814531,Europe
Spain,1969,440476535932.169,33441054,Europe
Spain,1968,404451938827.232,33113134,Europe
Spain,1967,379421430641.506,32682947,Europe
Spain,1966,363638297898.615,32283194,Europe
Spain,1965,339069143285.235,31954292,Europe
Spain,1964,319114484111.541,31609195,Europe
Spain,1963,303028201013.755,31296651,Europe
Spain,1962,276494417364.182,31023366,Europe
Spain,1961,251465003854.748,30739250,Europe
Spain,1960,224846195348.018,30455000,Europe
Sweden,2020,580499441330.262,10353442,Europe
Sweden,2019,597331155543.357,10278887,Europe
Sweden,2018,589259147923.413,10175214,Europe
Sweden,2017,577988245098.533,10057698,Europe
Sweden,2016,563517539985.087,9923085.0,Europe
Sweden,2015,552086083358.095,9799186.0,Europe
Sweden,2014,528366235242.641,9696110.0,Europe
Sweden,2013,514686895802.716,9600379.0,Europe
Sweden,2012,508645330091.796,9519374.0,Europe
Sweden,2011,511655422318.786,9449213.0,Europe
Sweden,2010,495812558843.31,9378126.0,Europe
Sweden,2009,467959130636.214,9298515.0,Europe
Sweden,2008,489188904610.127,9219637.0,Europe
Sweden,2007,491402966162.082,9148092.0,Europe
Sweden,2006,475064446275.73,9080505.0,Europe
Sweden,2005,453900111906.39,9029572.0,Europe
Sweden,2004,441284651978.437,8993531.0,Europe
Sweden,2003,422942254775.017,8958229.0,Europe
Sweden,2002,413393644592.477,8924958.0,Europe
Sweden,2001,404506946291.441,8895960.0,Europe
Sweden,2000,398727398165.564,8872109.0,Europe
Sweden,1999,380587280611.132,8857874.0,Europe
Sweden,1998,365081593078.427,8850974.0,Europe
Sweden,1997,349990572346.978,8846062.0,Europe
Sweden,1996,339564164379.529,8840998.0,Europe
Sweden,1995,334284289749.165,8826939.0,Europe
Sweden,1994,321627622307.838,8780745.0,Europe
Sweden,1993,309465704193.759,8718561.0,Europe
Sweden,1992,315992905373.969,8668067.0,Europe
Sweden,1991,319696890400.344,8617375.0,Europe
Sweden,1990,323403007591.578,8558835.0,Europe
Sweden,1989,320980647631.599,8492964.0,Europe
Sweden,1988,312679607745.234,8436489.0,Europe
Sweden,1987,304877670280.447,8397804.0,Europe
Sweden,1986,294984358082.276,8369829.0,Europe
Sweden,1985,287253439693.457,8350386.0,Europe
Sweden,1984,281178924040.175,8336605.0,Europe
Sweden,1983,269768951170.573,8329033.0,Europe
Sweden,1982,264737252417.843,8325263.0,Europe
Sweden,1981,261472339666.479,8320503.0,Europe
Sweden,1980,260288468540.561,8310531.0,Europe
Sweden,1979,255937602397.144,8293678.0,Europe
Sweden,1978,246473029495.63,8275599.0,Europe
Sweden,1977,242230250271.044,8251540.0,Europe
Sweden,1976,246159593875.147,8222286.0,Europe
Sweden,1975,243582238332.778,8192437.0,Europe
Sweden,1974,237518711868.063,8159955.0,Europe
Sweden,1973,230157814661.009,8136312.0,Europe
Sweden,1972,221373746134.117,8122300.0,Europe
Sweden,1971,216420447396.834,8098334.0,Europe
Sweden,1970,214395171458.654,8042801.0,Europe
Sweden,1969,199829208297.165,7968072.0,Europe
Sweden,1968,190297084217.017,7912273.0,Europe
Sweden,1967,183616198436.467,7867931.0,Europe
Sweden,1966,177637989808.652,7807797.0,Europe
Sweden,1965,173999922368.089,7733853.0,Europe
Sweden,1964,167595256912.233,7661354.0,Europe
Sweden,1963,156893306392.977,7604328.0,Europe
Sweden,1962,148956977270.945,7561588.0,Europe
Sweden,1961,142871991669.682,7519998.0,Europe
Sweden,1960,135191373867.022,7484656.0,Europe
Switzerland,2020,692095426032.167,8636896.0,Europe
Switzerland,2019,712547329373.334,8575280.0,Europe
Switzerland,2018,704920576240.946,8514329.0,Europe
Switzerland,2017,684299849661.364,8451840.0,Europe
Switzerland,2016,673624122427.937,8373338.0,Europe
Switzerland,2015,660123368612.609,8282396.0,Europe
Switzerland,2014,649358506468.394,8188649.0,Europe
Switzerland,2013,633849198063.623,8089346.0,Europe
Switzerland,2012,622509149394.166,7996861.0,Europe
Switzerland,2011,615023126905.369,7912398.0,Europe
Switzerland,2010,603434493402.679,7824909.0,Europe
Switzerland,2009,584337741980.175,7743831.0,Europe
Switzerland,2008,596747909749.776,7647675.0,Europe
Switzerland,2007,580745403737.188,7551117.0,Europe
Switzerland,2006,558432011619.952,7483934.0,Europe
Switzerland,2005,536876383960.366,7437115.0,Europe
Switzerland,2004,521833802215.75,7389625.0,Europe
Switzerland,2003,507514147844.804,7339001.0,Europe
Switzerland,2002,507752011245.753,7284753.0,Europe
Switzerland,2001,507779971959.633,7229854.0,Europe
Switzerland,2000,499902423278.636,7184250.0,Europe
Switzerland,1999,480784465400.367,7143991.0,Europe
Switzerland,1998,472536183755.976,7110001.0,Europe
Switzerland,1997,458482185473.768,7088906.0,Europe
Switzerland,1996,448309293902.912,7071850.0,Europe
Switzerland,1995,446105932598.436,7040687.0,Europe
Switzerland,1994,443971024342.07,6993795.0,Europe
Switzerland,1993,438404351195.425,6938265.0,Europe
Switzerland,1992,438957366091.773,6875364.0,Europe
Switzerland,1991,439149418937.32,6799978.0,Europe
Switzerland,1990,443208394942.938,6715519.0,Europe
Switzerland,1989,427499392413.045,6646912.0,Europe
Switzerland,1988,409753799358.847,6593386.0,Europe
Switzerland,1987,396749937771.555,6545106.0,Europe
Switzerland,1986,390557730839.798,6504124.0,Europe
Switzerland,1985,383431153282.5,6470365.0,Europe
Switzerland,1984,369844558649.291,6441865.0,Europe
Switzerland,1983,359042909536.919,6418773.0,Europe
Switzerland,1982,356762910750.65,6391309.0,Europe
Switzerland,1981,361496407962.182,6354074.0,Europe
Switzerland,1980,355798872774.126,6319408.0,Europe
Switzerland,1979,,6294365.0,Europe
Switzerland,1978,,6281738.0,Europe
Switzerland,1977,,6281174.0,Europe
Switzerland,1976,,6302504.0,Europe
Switzerland,1975,,6338632.0,Europe
Switzerland,1974,,6341405.0,Europe
Switzerland,1973,,6307347.0,Europe
Switzerland,1972,,6260956.0,Europe
Switzerland,1971,,6213399.0,Europe
Switzerland,1970,,6180877.0,Europe
Switzerland,1969,,6136387.0,Europe
Switzerland,1968,,6067714.0,Europe
Switzerland,1967,,5991785.0,Europe
Switzerland,1966,,5918002.0,Europe
Switzerland,1965,,5856472.0,Europe
Switzerland,1964,,5789228.0,Europe
Switzerland,1963,,5694247.0,Europe
Switzerland,1962,,5573815.0,Europe
Switzerland,1961,,5434294.0,Europe
Switzerland,1960,,5327827.0,Europe
Ukraine,2020,130072807270.765,44134693,Europe
Ukraine,2019,135521189665.04,44386203,Europe
Ukraine,2018,131291651249.309,44622518,Europe
Ukraine,2017,126968015121.443,44831135,Europe
Ukraine,2016,123912293812.632,45004673,Europe
Ukraine,2015,121203317705.377,45154036,Europe
Ukraine,2014,134331480637.625,45272155,Europe
Ukraine,2013,143750950398.359,45489648,Europe
Ukraine,2012,143789339118.051,45593342,Europe
Ukraine,2011,143446957451.616,45706086,Europe
Ukraine,2010,136013155905.036,45870741,Europe
Ukraine,2009,130990467246.875,46053331,Europe
Ukraine,2008,153669941036.719,46258189,Europe
Ukraine,2007,150209086270.689,46509355,Europe
Ukraine,2006,139607929641.793,46787786,Europe
Ukraine,2005,129940465635.033,47105171,Europe
Ukraine,2004,126159098825.019,47451626,Europe
Ukraine,2003,112532765633.157,47812949,Europe
Ukraine,2002,102754706789.826,48202470,Europe
Ukraine,2001,97629786737.4097,48662400,Europe
Ukraine,2000,89401541680.6853,49176500,Europe
Ukraine,1999,84420719245.9484,49674000,Europe
Ukraine,1998,84589899040.1118,50144500,Europe
Ukraine,1997,86228235500.0839,50594600,Europe
Ukraine,1996,88895088169.1045,51057800,Europe
Ukraine,1995,98772320160.7661,51512800,Europe
Ukraine,1994,112496947820.048,51921400,Europe
Ukraine,1993,145974897219.025,52179200,Europe
Ukraine,1992,170185696268.602,52150400,Europe
Ukraine,1991,188464904699.052,52000500,Europe
Ukraine,1990,205771623145.782,51891400,Europe
Ukraine,1989,219712924834.198,51773000,Europe
Ukraine,1988,211520516902.735,51521000,Europe
Ukraine,1987,206227757260.068,51293000,Europe
Ukraine,1986,,51097000,Europe
Ukraine,1985,,50917000,Europe
Ukraine,1984,,50754000,Europe
Ukraine,1983,,50564000,Europe
Ukraine,1982,,50384000,Europe
Ukraine,1981,,50221000,Europe
Ukraine,1980,,49965872,Europe
Ukraine,1979,,49747998,Europe
Ukraine,1978,,49523304,Europe
Ukraine,1977,,49287118,Europe
Ukraine,1976,,49032729,Europe
Ukraine,1975,,48755662,Europe
Ukraine,1974,,48452623,Europe
Ukraine,1973,,48125829,Europe
Ukraine,1972,,47783006,Europe
Ukraine,1971,,47435008,Europe
Ukraine,1970,,47088862,Europe
Ukraine,1969,,46749289,Europe
Ukraine,1968,,46411816,Europe
Ukraine,1967,,46063219,Europe
Ukraine,1966,,45684983,Europe
Ukraine,1965,,45264552,Europe
Ukraine,1964,,44796959,Europe
Ukraine,1963,,44288607,Europe
Ukraine,1962,,43752227,Europe
Ukraine,1961,,43206353,Europe
Ukraine,1960,,42664646,Europe
United Kingdom,2020,2628312650645.44,67215293,Europe
United Kingdom,2019,2913556871434.81,66836327,Europe
United Kingdom,2018,2874157497314.14,66460344,Europe
United Kingdom,2017,2838601442114.14,66058859,Europe
United Kingdom,2016,2790046007973.58,65611593,Europe
United Kingdom,2015,2742804332759.55,65116219,Europe
United Kingdom,2014,2679486211063.81,64602298,Europe
United Kingdom,2013,2604914574687.66,64128273,Europe
United Kingdom,2012,2549186468912.68,63700215,Europe
United Kingdom,2011,2513237223477.67,63258810,Europe
United Kingdom,2010,2481579504997.81,62766365,Europe
United Kingdom,2009,2431156088971.62,62276270,Europe
United Kingdom,2008,2535463784367.3,61806995,Europe
United Kingdom,2007,2542551914678.86,61322463,Europe
United Kingdom,2006,2483917165662.06,60846820,Europe
United Kingdom,2005,2418760584175.25,60401206,Europe
United Kingdom,2004,2349321871594.96,59987905,Europe
United Kingdom,2003,2296810396769.92,59647577,Europe
United Kingdom,2002,2222966092388.24,59370479,Europe
United Kingdom,2001,2175566069186.13,59119673,Europe
United Kingdom,2000,2117744535140.26,58892514,Europe
United Kingdom,1999,2046007078423.14,58682466,Europe
United Kingdom,1998,1980737775172.51,58487141,Europe
United Kingdom,1997,1909922231658.13,58316954,Europe
United Kingdom,1996,1819401633040.19,58166950,Europe
United Kingdom,1995,1775171272910.17,58019030,Europe
United Kingdom,1994,1731339469629.57,57865745,Europe
United Kingdom,1993,1667218108921.87,57718614,Europe
United Kingdom,1992,1626715639780.5,57580402,Europe
United Kingdom,1991,1620217238383.41,57424897,Europe
United Kingdom,1990,1638289565345.87,57247586,Europe
United Kingdom,1989,1626356088044.78,57076711,Europe
United Kingdom,1988,1585488493375.65,56928327,Europe
United Kingdom,1987,1499529272688.91,56802050,Europe
United Kingdom,1986,1422801320350.94,56681396,Europe
United Kingdom,1985,1379347186130.58,56550268,Europe
United Kingdom,1984,1324418072941.03,56422072,Europe
United Kingdom,1983,1295032425552.73,56332848,Europe
United Kingdom,1982,1242572786564.92,56313641,Europe
United Kingdom,1981,1218269633085.36,56333829,Europe
United Kingdom,1980,1227942675532.34,56314216,Europe
United Kingdom,1979,1253403918971.12,56246951,Europe
United Kingdom,1978,1208111613579.52,56196504,Europe
United Kingdom,1977,1159368732284.41,56193492,Europe
United Kingdom,1976,1131557863317.39,56211968,Europe
United Kingdom,1975,1099557804560.09,56225800,Europe
United Kingdom,1974,1116003788738.17,56229974,Europe
United Kingdom,1973,1144436207671.25,56194527,Europe
United Kingdom,1972,1074347410338.79,56086065,Europe
United Kingdom,1971,1029841101067.03,55896223,Europe
United Kingdom,1970,994970207931.23,55663250,Europe
United Kingdom,1969,962431831454.024,55441750,Europe
United Kingdom,1968,944263291353.86,55211700,Europe
United Kingdom,1967,895536408170.661,54943600,Europe
United Kingdom,1966,871258997151.716,54648500,Europe
United Kingdom,1965,857765484759.369,54348050,Europe
United Kingdom,1964,839776000263.4,54000000,Europe
United Kingdom,1963,795742330123.935,53650000,Europe
United Kingdom,1962,758757572432.352,53250000,Europe
United Kingdom,1961,750480451121.434,52800000,Europe
United Kingdom,1960,730913039676.092,52400000,Europe
